CFxtot,7.610738286999999859e-03,1.818890339599999947e-02,1.823778038999999962e-02,1.825671796300000135e-02,1.827095822999999855e-02,1.827378848300000025e-02,1.827446608799999928e-02,1.827430825700000067e-02,1.827435313800000044e-02,1.827452686099999973e-02,1.827450778800000092e-02,1.827451596600000033e-02,1.827450868299999864e-02,1.827448157599999984e-02,1.827446201600000167e-02,1.827441466900000047e-02,1.827435059999999931e-02,1.827446176400000094e-02,1.827439765299999908e-02,1.827441555600000170e-02
CFxwtot,7.610738286999999859e-03,1.786384948299999872e-02,1.784654526499999949e-02,1.786987623100000019e-02,1.788720647899999863e-02,1.789001364099999936e-02,1.789089962699999883e-02,1.789112491899999893e-02,1.789116159900000155e-02,1.789116662400000099e-02,1.789116280799999889e-02,1.789116083799999896e-02,1.789115503199999874e-02,1.789115036099999875e-02,1.789114740699999928e-02,1.789114333399999951e-02,1.789113439800000052e-02,1.789113658399999959e-02,1.789112923700000163e-02,1.789111632899999943e-02
CFyi,0.000000000000000000e+00,1.697972636999999906e-03,1.126729030000000022e-03,9.507403280000000390e-04,1.039597804000000000e-03,1.038519517999999999e-03,1.036509845000000004e-03,1.035835430999999937e-03,1.035714052000000088e-03,1.035710267000000033e-03,1.035756340000000032e-03,1.035773267000000050e-03,1.035789553000000026e-03,1.035797045000000013e-03,1.035808652000000038e-03,1.035811699000000006e-03,1.035811534000000015e-03,1.035823896000000058e-03,1.035808369000000085e-03,1.035805357999999973e-03
CFyiw,0.000000000000000000e+00,1.444424197000000005e-03,8.329244730000000306e-04,7.040944499999999889e-04,7.621706499999999530e-04,7.632328099999999890e-04,7.618299579999999668e-04,7.613977729999999756e-04,7.613069349999999555e-04,7.613143580000000018e-04,7.613632160000000397e-04,7.613816140000000338e-04,7.613938929999999753e-04,7.614012259999999475e-04,7.614058009999999897e-04,7.614074099999999573e-04,7.614087010000000029e-04,7.614118730000000133e-04,7.614057789999999692e-04,7.614104360000000090e-04
CFyo,0.000000000000000000e+00,-7.182000000000000221e-09,-4.874999999999999812e-09,-5.089000000000000107e-09,-5.093999999999999987e-09,-5.066999999999999977e-09,-5.065000000000000190e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09,-5.063000000000000404e-09
CFytot,0.000000000000000000e+00,1.697965453999999985e-03,1.126724154999999986e-03,9.507352389999999907e-04,1.039592708999999976e-03,1.038514451000000080e-03,1.036504780000000077e-03,1.035830368000000001e-03,1.035708988999999936e-03,1.035705203000000102e-03,1.035751277000000097e-03,1.035768203999999897e-03,1.035784490000000091e-03,1.035791982000000078e-03,1.035803589000000103e-03,1.035806636000000070e-03,1.035806471000000079e-03,1.035818832999999906e-03,1.035803305999999932e-03,1.035800295000000038e-03
CFywtot,0.000000000000000000e+00,1.444417014000000084e-03,8.329195979999999945e-04,7.040893610000000490e-04,7.621655560000000331e-04,7.632277429999999611e-04,7.618248940000000354e-04,7.613927100000000402e-04,7.613018720000000201e-04,7.613092949999999580e-04,7.613581519999999998e-04,7.613765509999999900e-04,7.613888300000000399e-04,7.613961630000000121e-04,7.614007390000000503e-04,7.614023470000000219e-04,7.614036379999999590e-04,7.614068099999999695e-04,7.614007160000000338e-04,7.614053739999999612e-04
CFzi,0.000000000000000000e+00,2.181304199730000060e-01,2.155288285430000117e-01,2.164466979119999968e-01,2.166185712079999881e-01,2.166783071310000031e-01,2.166983535120000082e-01,2.167033916970000085e-01,2.167042690890000067e-01,2.167042601349999931e-01,2.167041570540000073e-01,2.167040914870000112e-01,2.167039728980000024e-01,2.167038901070000023e-01,2.167038449339999950e-01,2.167037723640000135e-01,2.167037234230000109e-01,2.167036769519999906e-01,2.167037162590000066e-01,2.167034566069999946e-01
CFziw,0.000000000000000000e+00,2.181660000120000109e-01,2.157743561930000054e-01,2.169038147419999896e-01,2.172069044109999902e-01,2.172580082570000071e-01,2.172757890279999882e-01,2.172802154079999937e-01,2.172809250149999871e-01,2.172808735769999888e-01,2.172807555890000075e-01,2.172806860819999908e-01,2.172805660759999924e-01,2.172804811119999902e-01,2.172804341879999990e-01,2.172803589610000086e-01,2.172803053050000044e-01,2.172802650379999923e-01,2.172802997369999989e-01,2.172800413890000060e-01
CFzo,-1.305599669999999931e-04,-1.444931380000000047e-04,-1.443880770000000046e-04,-1.443866530000000026e-04,-1.443962300000000071e-04,-1.443969010000000094e-04,-1.443974910000000100e-04,-1.443975940000000050e-04,-1.443975979999999890e-04,-1.443975829999999947e-04,-1.443975689999999965e-04,-1.443975629999999933e-04,-1.443975549999999982e-04,-1.443975489999999951e-04,-1.443975460000000070e-04,-1.443975419999999959e-04,-1.443975390000000079e-04,-1.443975380000000119e-04,-1.443975359999999928e-04,-1.443975250000000096e-04
CFztot,-1.305599669999999931e-04,2.179859268350000101e-01,2.153844404670000046e-01,2.163023112599999909e-01,2.164741749780000057e-01,2.165339102299999874e-01,2.165539560220000048e-01,2.165589941030000021e-01,2.165598714910000056e-01,2.165598625519999931e-01,2.165597594850000029e-01,2.165596939240000129e-01,2.165595753439999993e-01,2.165594925579999996e-01,2.165594473880000093e-01,2.165593748219999948e-01,2.165593258849999869e-01,2.165592794139999944e-01,2.165593187229999939e-01,2.165590590819999883e-01
CFzwtot,-1.305599669999999931e-04,2.180215068730000094e-01,2.156299681169999982e-01,2.167594280900000114e-01,2.170625081810000079e-01,2.171136113550000135e-01,2.171313915380000126e-01,2.171358178139999873e-01,2.171365274170000137e-01,2.171364759939999889e-01,2.171363580210000088e-01,2.171362885189999925e-01,2.171361685210000114e-01,2.171360835620000096e-01,2.171360366420000132e-01,2.171359614189999898e-01,2.171359077660000025e-01,2.171358675010000017e-01,2.171359022009999862e-01,2.171356438639999997e-01
CLi,0.000000000000000000e+00,2.183454511050000046e-01,2.157470616649999895e-01,2.166651465820000066e-01,2.168374271909999929e-01,2.168972287950000077e-01,2.169172870699999922e-01,2.169223168859999995e-01,2.169231953790000111e-01,2.169231925210000078e-01,2.169230888639999966e-01,2.169230236280000057e-01,2.169229048680000049e-01,2.169228211889999980e-01,2.169227753649999868e-01,2.169227011950000117e-01,2.169226500539999936e-01,2.169226074900000023e-01,2.169226445469999986e-01,2.169223856860000021e-01
CLiw,0.000000000000000000e+00,2.183696652519999948e-01,2.159787858380000092e-01,2.171084843670000042e-01,2.174120092550000105e-01,2.174631832330000125e-01,2.174809845519999896e-01,2.174854163050000122e-01,2.174861268299999872e-01,2.174860756270000084e-01,2.174859576039999964e-01,2.174858880760000002e-01,2.174857679509999975e-01,2.174856828839999978e-01,2.174856358889999952e-01,2.174855605740000086e-01,2.174855066449999930e-01,2.174854664789999947e-01,2.174855009109999959e-01,2.174852422780000072e-01
