2 0.000000 100.000000 407.315828
644 550 
1 -53.750000 0.000000 -54.600000 99.756211 -0.000000 6.975252 0.000004 
2 64.500000 0.000000 -54.600000 99.756262 -0.000000 6.976015 0.000002 
3 64.500000 0.000000 54.680500 99.756210 -0.000000 6.975269 0.000004 
4 -53.750000 0.000000 54.680500 99.756266 -0.000000 6.976028 0.000002 
5 5.375000 0.000000 0.040250 -3.670688 0.014275 0.291316 0.998644 
6 -53.750000 0.000000 0.040250 99.755075 -0.000000 6.975694 0.000026 
7 5.375000 0.000000 -54.600000 99.757262 -0.000000 6.975564 -0.000017 
8 64.500000 0.000000 0.040250 99.755162 -0.000000 6.975688 0.000025 
9 5.375000 0.000000 54.680500 99.757254 -0.000000 6.975502 -0.000017 
10 -24.187500 0.000000 -27.279875 99.754875 0.000000 6.972402 0.000035 
11 -53.750000 0.000000 -27.279875 99.755629 -0.000000 6.975108 0.000016 
12 -24.187500 0.000000 -54.600000 99.756546 -0.000000 6.974877 -0.000002 
13 5.375000 0.000000 -27.279875 99.763131 0.000001 6.975234 -0.000134 
14 -24.187500 0.000000 0.040250 99.745109 0.000000 6.976059 0.000225 
15 34.937500 0.000000 -27.279875 99.755265 -0.000000 6.978545 0.000019 
16 34.937500 0.000000 -54.600000 99.756613 -0.000000 6.976311 -0.000005 
17 64.500000 0.000000 -27.279875 99.755736 -0.000000 6.976181 0.000013 
18 34.937500 0.000000 0.040250 99.746536 -0.000002 6.975971 0.000196 
19 -24.187500 0.000000 27.360375 99.755337 -0.000000 6.978757 0.000017 
20 -53.750000 0.000000 27.360375 99.755710 -0.000000 6.976219 0.000013 
21 5.375000 0.000000 27.360375 99.763002 -0.000003 6.974284 -0.000130 
22 -24.187500 0.000000 54.680500 99.756646 -0.000000 6.976310 -0.000006 
23 -9.406250 0.000000 -13.619812 99.745005 0.000007 6.948044 0.000266 
24 -24.187500 0.000000 -13.619812 99.749987 0.000000 6.971058 0.000134 
25 -9.406250 0.000000 -27.279875 99.757728 0.000001 6.969518 -0.000018 
26 5.375000 0.000000 -13.619812 99.806018 0.000020 6.976091 -0.000991 
